id,image,text,source_name
324,images/000324.png,铁桥生锈,铁桥生锈.PNG
73,images/000073.png,地球和太阳,地球和太阳.PNG
314,images/000314.png,酸雨会破坏森林,酸雨会破坏森林.PNG
378,images/000378.png,乙烯与溴反应,乙烯与溴反应.png
214,images/000214.png,螺旋测微器,螺旋测微器.PNG
184,images/000184.png,聚丙烯制成的管道,聚丙烯制成的管道.PNG
149,images/000149.png,环境监测车,环境监测车.PNG
119,images/000119.png,光导纤维,光导纤维.PNG
9,images/000009.png,DNA复制的示意图,DNA复制的示意图.PNG
393,images/000393.png,原电池实验,原电池实验.PNG
101,images/000101.png,范德格拉夫起电机示意图,范德格拉夫起电机示意图.PNG
146,images/000146.png,化学反应吸热使烧杯与木片间的水凝结成冰,化学反应吸热使烧杯与木片间的水凝结成冰.PNG
336,images/000336.png,吴健雄在实验中,吴健雄在实验中.PNG
241,images/000241.png,脲醛塑料制成的电器开关,脲醛塑料制成的电器开关.PNG
383,images/000383.png,硬铝常用于制造飞机的外壳,硬铝常用于制造飞机的外壳.PNG
24,images/000024.png,氨溶于水的喷泉实验,氨溶于水的喷泉实验.PNG
220,images/000220.png,玫瑰葡萄,玫瑰葡萄.PNG
252,images/000252.png,普通棉,普通棉.PNG
201,images/000201.png,锂离子电池,锂离子电池.PNG
245,images/000245.png,农业社会人,农业社会人.PNG
128,images/000128.png,海豹,海豹.PNG
350,images/000350.png,向FeCl2溶液中滴入KSCN溶液,向FeCl2溶液中滴入KSCN溶液.PNG
227,images/000227.png,摩擦力测试,摩擦力测试.png
62,images/000062.png,待喷漆的汽车,待喷漆的汽车.PNG
20,images/000020.png,NaCl的形成示意图,NaCl的形成示意图.png
14,images/000014.png,Fe2O3可作外墙涂料,Fe2O3可作外墙涂料.PNG
150,images/000150.png,蝗虫产卵,蝗虫产卵.PNG
382,images/000382.png,萤火虫,萤火虫.PNG
164,images/000164.png,减数分裂Ⅰ中期,减数分裂Ⅰ中期.PNG
340,images/000340.png,洗衣机,洗衣机.PNG
335,images/000335.png,无人机,无人机.PNG
262,images/000262.png,切割钠,切割钠.PNG
287,images/000287.png,施莱登,施莱登.PNG
292,images/000292.png,石油加工及产品用途示意图,石油加工及产品用途示意图.PNG
299,images/000299.png,试验物质的导电性,试验物质的导电性.PNG
331,images/000331.png,我国科学家合成的酿酒酵母染色体模型,我国科学家合成的酿酒酵母染色体模型.PNG
276,images/000276.png,容量瓶,容量瓶.PNG
110,images/000110.png,高铁,高铁.PNG
327,images/000327.png,微波炉,微波炉.PNG
400,images/000400.png,战国时期的铁器——铁火盆,战国时期的铁器——铁火盆.PNG
84,images/000084.png,吊灯所受拉力示意图,吊灯所受拉力示意图.png
202,images/000202.png,锂离子电池组,锂离子电池组.PNG
250,images/000250.png,葡萄糖的银镜反应,葡萄糖的银镜反应.PNG
141,images/000141.png,胡克时代的显微镜,胡克时代的显微镜.PNG
363,images/000363.png,血红素分子,血红素分子.PNG
69,images/000069.png,蛋白质外壳,蛋白质外壳.PNG
55,images/000055.png,催化转化器,催化转化器.PNG
265,images/000265.png,秋千,秋千.PNG
28,images/000028.png,斑驴兽,斑驴兽.PNG
346,images/000346.png,下水井盖是由生铁铸造的,下水井盖是由生铁铸造的.PNG
90,images/000090.png,二 次 沉 淀 池,二 次 沉 淀 池.PNG
396,images/000396.png,月球上的脚印,月球上的脚印.PNG
206,images/000206.png,辽宁古果化石标本,辽宁古果化石标本.PNG
82,images/000082.png,电子显微镜下放大30万倍的碳纳米管,电子显微镜下放大30万倍的碳纳米管.PNG
126,images/000126.png,过山车,过山车.PNG
120,images/000120.png,光束通过溶液和胶体时的现象,光束通过溶液和胶体时的现象.PNG
316,images/000316.png,锁和钥匙,锁和钥匙.PNG
293,images/000293.png,时钟,时钟.PNG
322,images/000322.png,铁粉与水蒸气反应,铁粉与水蒸气反应.PNG
364,images/000364.png,血浆、组织液、淋巴液之间的关系示意图,血浆、组织液、淋巴液之间的关系示意图.PNG
388,images/000388.png,用台盼蓝染液染色后的死细胞和活细胞,用台盼蓝染液染色后的死细胞和活细胞.PNG
68,images/000068.png,蛋白质的变性,蛋白质的变性.png
228,images/000228.png,摩天轮,摩天轮.PNG
361,images/000361.png,许智宏,许智宏.PNG
415,images/000415.png,自由落体运动的实验装置,自由落体运动的实验装置.PNG
300,images/000300.png,噬菌体侵染细菌,噬菌体侵染细菌.PNG
147,images/000147.png,化学科研工作者,化学科研工作者.PNG
354,images/000354.png,向着光源生长的植物,向着光源生长的植物.PNG
392,images/000392.png,宇航员返航,宇航员返航.PNG
89,images/000089.png,短跑赛场,短跑赛场.PNG
51,images/000051.png,储藏细胞,储藏细胞.PNG
283,images/000283.png,神经系统基本结构示意图,神经系统基本结构示意图.PNG
249,images/000249.png,喷气式飞机的发动机叶片,喷气式飞机的发动机叶片.PNG
286,images/000286.png,狮虎兽,狮虎兽.PNG
175,images/000175.png,金属氧化物可以使玻璃呈现不同的颜色,金属氧化物可以使玻璃呈现不同的颜色.PNG
123,images/000123.png,硅太阳能电池,硅太阳能电池.PNG
200,images/000200.png,梨,梨.PNG
247,images/000247.png,浓硫酸与蔗糖反应,浓硫酸与蔗糖反应.png
263,images/000263.png,氢氧燃料电池汽车,氢氧燃料电池汽车.PNG
102,images/000102.png,飞驰的列车,飞驰的列车.PNG
34,images/000034.png,变形虫的胞吞和胞吐示意图,变形虫的胞吞和胞吐示意图.PNG
343,images/000343.png,细胞膜结构的电镜照片,细胞膜结构的电镜照片.PNG
186,images/000186.png,聚四氟乙烯制成的实验仪器,聚四氟乙烯制成的实验仪器.PNG
288,images/000288.png,施旺,施旺.PNG
398,images/000398.png,运动员踢足球,运动员踢足球.PNG
255,images/000255.png,曝气池,曝气池.PNG
243,images/000243.png,牛奶变质,牛奶变质.PNG
273,images/000273.png,人染色体的扫描电镜照片,人染色体的扫描电镜照片.PNG
365,images/000365.png,研究平抛运动的竖直分运动,研究平抛运动的竖直分运动.png
349,images/000349.png,线粒体的电镜照片,线粒体的电镜照片.PNG
112,images/000112.png,高压线屏蔽,高压线屏蔽.PNG
375,images/000375.png,乙酸的分子结构模型,乙酸的分子结构模型.PNG
29,images/000029.png,半导体芯片,半导体芯片.PNG
385,images/000385.png,用pH计测量水样的酸度,用pH计测量水样的酸度.PNG
397,images/000397.png,陨铁,陨铁.PNG
165,images/000165.png,减数分裂Ⅱ后期,减数分裂Ⅱ后期.PNG
326,images/000326.png,图书馆中分类陈列的图书,图书馆中分类陈列的图书.PNG
215,images/000215.png,绿色植物的光合作用,绿色植物的光合作用.PNG
192,images/000192.png,空间站,空间站.PNG
218,images/000218.png,满头白发的老人,满头白发的老人.PNG
374,images/000374.png,乙醇与钠反应,乙醇与钠反应.PNG
81,images/000081.png,电子点火器,电子点火器.PNG
113,images/000113.png,格栅间,格栅间.PNG
401,images/000401.png,长江三峡大坝,长江三峡大坝.PNG
45,images/000045.png,超轻海绵,超轻海绵.PNG
295,images/000295.png,食品包装中的脱氧剂,食品包装中的脱氧剂.PNG
274,images/000274.png,人体泌尿系统结构模式图,人体泌尿系统结构模式图.PNG
93,images/000093.png,发出绿色荧光的水母,发出绿色荧光的水母.PNG
384,images/000384.png,用C60作车轮的“纳米汽车,用C60作车轮的“纳米汽车”.PNG
211,images/000211.png,柳穿鱼的花,柳穿鱼的花.PNG
23,images/000023.png,爱因斯坦,爱因斯坦.PNG
74,images/000074.png,电池研发人员正在进行电池性能测试,电池研发人员正在进行电池性能测试.PNG
21,images/000021.png,T2噬菌体的模式图,T2噬菌体的模式图.PNG
411,images/000411.png,转基因鲤鱼（右）,转基因鲤鱼（右）.PNG
127,images/000127.png,哈雷彗星,哈雷彗星.PNG
159,images/000159.png,尖端放电,尖端放电.PNG
410,images/000410.png,智能机器人正在对快递物品进行分拣,智能机器人正在对快递物品进行分拣.PNG
360,images/000360.png,秀丽隐杆线虫,秀丽隐杆线虫.PNG
129,images/000129.png,航天器,航天器.PNG
412,images/000412.png,子弹射击木板,子弹射击木板.PNG
240,images/000240.png,念珠蓝细菌,念珠蓝细菌.PNG
176,images/000176.png,金丝猴,金丝猴.PNG
121,images/000121.png,光学显微镜下的原生质体,光学显微镜下的原生质体.PNG
238,images/000238.png,拟南芥细胞中的淀粉粒（染成蓝色，放大 200 倍）,拟南芥细胞中的淀粉粒（染成蓝色，放大 200 倍）.PNG
317,images/000317.png,太阳能热水器,太阳能热水器.PNG
409,images/000409.png,植物工厂,植物工厂.PNG
160,images/000160.png,歼20,歼20.PNG
86,images/000086.png,动力电池,动力电池.PNG
198,images/000198.png,冷冻电子显微镜,冷冻电子显微镜.PNG
173,images/000173.png,金花茶,金花茶.PNG
85,images/000085.png,顶端优势（左）及其解除（右）,顶端优势（左）及其解除（右）.PNG
267,images/000267.png,燃气灶,燃气灶.PNG
347,images/000347.png,现代人所做伽利略斜面实验的频闪照片（组合图）,现代人所做伽利略斜面实验的频闪照片（组合图）.png
407,images/000407.png,支原体结构模式图,支原体结构模式图.PNG
306,images/000306.png,水稻恶苗病植株（左）与正常植株（右）,水稻恶苗病植株（左）与正常植株（右）.PNG
408,images/000408.png,脂肪被苏丹Ⅲ染液染成橘黄色,脂肪被苏丹Ⅲ染液染成橘黄色.PNG
234,images/000234.png,钠在空气中燃烧,钠在空气中燃烧.PNG
6,images/000006.png,CT机,CT机.PNG
319,images/000319.png,糖果中使用了着色剂,糖果中使用了着色剂.PNG
244,images/000244.png,扭秤实验装置,扭秤实验装置.png
341,images/000341.png,细胞骨架,细胞骨架.PNG
107,images/000107.png,干燥的氯气使有色鲜花变色,干燥的氯气使有色鲜花变色.png
135,images/000135.png,黑色树干上的桦尺蛾,黑色树干上的桦尺蛾.PNG
369,images/000369.png,叶肉细胞,叶肉细胞.PNG
143,images/000143.png,滑梯,滑梯.PNG
321,images/000321.png,跳板跳水,跳板跳水.PNG
163,images/000163.png,减数分裂Ⅰ前期,减数分裂Ⅰ前期.PNG
269,images/000269.png,人的睾丸和精子示意图,人的睾丸和精子示意图.PNG
133,images/000133.png,赫氏近鸟龙化石及复原图,赫氏近鸟龙化石及复原图.PNG
153,images/000153.png,火山爆发,火山爆发.PNG
209,images/000209.png,硫的晶体,硫的晶体.PNG
46,images/000046.png,撑竿跳,撑竿跳.PNG
279,images/000279.png,赛龙舟,赛龙舟.PNG
138,images/000138.png,红绿色盲检查图,红绿色盲检查图.PNG
190,images/000190.png,科研人员培育出的人工心脏（红色为心肌细胞，绿色环是一类结缔组织）,科研人员培育出的人工心脏（红色为心肌细胞，绿色环是一类结缔组织）.PNG
208,images/000208.png,磷脂分子,磷脂分子.PNG
50,images/000050.png,初次沉淀池,初次沉淀池.PNG
226,images/000226.png,模拟平行金属板电场线的分布,模拟平行金属板电场线的分布.PNG
75,images/000075.png,电磁打点计时器,电磁打点计时器.PNG
13,images/000013.png,Fe2+被氧化,Fe2+被氧化.PNG
402,images/000402.png,长颈鹿的适应性特征示意图,长颈鹿的适应性特征示意图.PNG
338,images/000338.png,物质的量为1 mol的几种物质,物质的量为1 mol的几种物质.PNG
188,images/000188.png,开普勒（Johannes Kepler，1571—1630）,开普勒（Johannes Kepler，1571—1630）.png
98,images/000098.png,法拉第的圆盘发电机,法拉第的圆盘发电机.PNG
334,images/000334.png,我国研制的燃料电池和超级电容混合动力有轨电车,我国研制的燃料电池和超级电容混合动力有轨电车.PNG
179,images/000179.png,静电除尘原理,静电除尘原理.png
345,images/000345.png,细胞直接与内环境进行物质交换（箭头代表物质运输方向）,细胞直接与内环境进行物质交换（箭头代表物质运输方向）.PNG
318,images/000318.png,唐氏综合征患者的染色体组成,唐氏综合征患者的染色体组成.PNG
264,images/000264.png,晴朗的夜空繁星闪烁,晴朗的夜空繁星闪烁.PNG
170,images/000170.png,酵母菌的电镜照片,酵母菌的电镜照片.PNG
114,images/000114.png,拱桥,拱桥.PNG
132,images/000132.png,核苷酸连接而成的长链,核苷酸连接而成的长链.PNG
79,images/000079.png,电容器,电容器.PNG
64,images/000064.png,单晶硅,单晶硅.PNG
83,images/000083.png,淀粉与碘反应,淀粉与碘反应.PNG
303,images/000303.png,树林中的丁达尔效应,树林中的丁达尔效应.PNG
48,images/000048.png,池塘中的水华,池塘中的水华.PNG
386,images/000386.png,用不锈钢制造的地铁列车的车体,用不锈钢制造的地铁列车的车体.PNG
387,images/000387.png,用手机中的传感器测量手腕的向心加速度,用手机中的传感器测量手腕的向心加速度.PNG
57,images/000057.png,大肠杆菌透射电镜照片（放大 12 000 倍）,大肠杆菌透射电镜照片（放大 12 000 倍）.PNG
39,images/000039.png,不锈钢餐具,不锈钢餐具.PNG
11,images/000011.png,Fe(OH)3,Fe(OH)3  .PNG
373,images/000373.png,乙醇的分子结构模型,乙醇的分子结构模型.PNG
270,images/000270.png,人类X染色体,人类X染色体.PNG
37,images/000037.png,冰湖,冰湖.PNG
109,images/000109.png,钢铁的锈蚀,钢铁的锈蚀.PNG
271,images/000271.png,人类Y染色体,人类Y染色体.PNG
191,images/000191.png,可变电容器,可变电容器.PNG
38,images/000038.png,冰滑,冰滑.PNG
137,images/000137.png,红绿灯,红绿灯.PNG
100,images/000100.png,法拉第用过的线圈,法拉第用过的线圈 .PNG
308,images/000308.png,水果电池,水果电池.PNG
156,images/000156.png,甲状腺滤泡上皮细胞,甲状腺滤泡上皮细胞.PNG
339,images/000339.png,西藏杓兰,西藏杓兰.PNG
235,images/000235.png,耐高温的碳化硅陶瓷轴承,耐高温的碳化硅陶瓷轴承.PNG
251,images/000251.png,葡萄糖与氢氧化铜反应,葡萄糖与氢氧化铜反应.PNG
333,images/000333.png,我国南海可燃冰试开采成功,我国南海可燃冰试开采成功.PNG
309,images/000309.png,水华,水华.PNG
117,images/000117.png,顾氏小盗龙化石,顾氏小盗龙化石.PNG
311,images/000311.png,水毛茛,水毛茛.PNG
195,images/000195.png,勒夏特列,勒夏特列.PNG
180,images/000180.png,静电复印的工作流程,静电复印的工作流程.png
353,images/000353.png,向醋酸中滴加碳酸钠溶液,向醋酸中滴加碳酸钠溶液.PNG
217,images/000217.png,马拉松跑者,马拉松跑者.PNG
196,images/000196.png,雷电,雷电.PNG
161,images/000161.png,减数分裂Ⅰ后期,减数分裂Ⅰ后期.PNG
183,images/000183.png,聚苯乙烯制成的泡沫包装材料,聚苯乙烯制成的泡沫包装材料.PNG
168,images/000168.png,简易电池,简易电池.PNG
301,images/000301.png,收音机,收音机.PNG
390,images/000390.png,有机玻璃制成的飞机风挡,有机玻璃制成的飞机风挡.PNG
136,images/000136.png,黑藻的叶绿体,黑藻的叶绿体.PNG
362,images/000362.png,旋转木马,旋转木马.PNG
258,images/000258.png,汽车行驶在公路上,汽车行驶在公路上.PNG
60,images/000060.png,大象,大象.PNG
41,images/000041.png,测量手臂到指尖的长度,测量手臂到指尖的长度.PNG
256,images/000256.png,汽车受驱动力的示意图,汽车受驱动力的示意图.png
193,images/000193.png,枯叶蝶和翅色艳丽的蝴蝶,枯叶蝶和翅色艳丽的蝴蝶.PNG
54,images/000054.png,川金丝猴,川金丝猴.PNG
177,images/000177.png,茎向上生长,茎向上生长.PNG
116,images/000116.png,固定电容器,固定电容器.PNG
257,images/000257.png,汽车速度计,汽车速度计.PNG
371,images/000371.png,胰岛,胰岛.PNG
